,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
690,36,Travel_Rarely,Sales,15,2,Life Sciences,Male,Sales Executive,Married,96790,4.0,12,8,0,6.0,1,2,2,2,0
691,55,Travel_Rarely,Research & Development,11,1,Medical,Female,Laboratory Technician,Married,26930,1.0,18,8,0,36.0,6,36,2,13,0
692,55,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,Research Scientist,Divorced,50930,2.0,16,8,1,31.0,3,7,0,0,0
693,28,Travel_Rarely,Sales,2,4,Marketing,Male,Sales Executive,Married,93550,0.0,11,8,0,6.0,4,5,0,4,0
694,50,Travel_Frequently,Research & Development,3,4,Medical,Male,Research Scientist,Married,61420,3.0,13,8,2,28.0,3,8,0,7,0
695,31,Travel_Frequently,Research & Development,2,2,Medical,Female,Manufacturing Director,Single,53960,7.0,17,8,1,3.0,2,1,0,0,1
696,29,Travel_Frequently,Research & Development,6,2,Medical,Male,Human Resources,Married,41150,1.0,11,8,0,11.0,1,11,3,10,0
697,39,Travel_Frequently,Research & Development,22,3,Medical,Female,Manufacturing Director,Single,129650,0.0,19,8,1,20.0,2,19,11,8,0
698,32,Travel_Rarely,Sales,15,3,Marketing,Male,Research Scientist,Single,101690,1.0,14,8,0,12.0,6,11,5,7,0
699,40,Travel_Frequently,Research & Development,26,4,Medical,Male,Manufacturing Director,Divorced,54400,1.0,12,8,1,20.0,2,20,2,13,0
700,45,Travel_Rarely,Research & Development,1,2,Medical,Female,Sales Executive,Divorced,70830,2.0,12,8,1,25.0,5,1,0,0,0
701,36,Non-Travel,Research & Development,1,3,Life Sciences,Male,Research Scientist,Married,28380,1.0,19,8,2,5.0,5,5,0,2,0
702,28,Travel_Rarely,Research & Development,9,3,Medical,Male,Sales Representative,Single,46480,0.0,23,8,2,9.0,2,8,0,7,0
703,26,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,Research Director,Married,32940,1.0,11,8,0,1.0,6,1,0,0,0
704,29,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Healthcare Representative,Married,41570,1.0,17,8,3,6.0,2,6,1,2,0
705,33,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,Research Scientist,Married,37370,8.0,22,8,2,8.0,2,5,0,2,0
706,50,Travel_Frequently,Research & Development,4,2,Medical,Male,Sales Representative,Married,44240,3.0,14,8,1,18.0,2,4,1,3,1
707,35,Travel_Frequently,Sales,8,2,Marketing,Female,Laboratory Technician,Divorced,36900,1.0,13,8,1,10.0,2,10,7,8,1
708,37,Travel_Frequently,Research & Development,13,4,Life Sciences,Female,Human Resources,Married,35640,5.0,11,8,0,10.0,1,5,0,0,0
709,38,Travel_Rarely,Sales,6,4,Life Sciences,Female,Research Scientist,Married,107480,7.0,15,8,0,17.0,3,1,0,0,1
710,39,Travel_Rarely,Sales,3,4,Marketing,Female,Laboratory Technician,Single,26100,7.0,12,8,0,9.0,2,4,2,2,0
711,36,Travel_Rarely,Research & Development,9,2,Medical,Male,Sales Executive,Divorced,119350,1.0,11,8,3,7.0,6,7,1,7,0
712,38,Travel_Rarely,Research & Development,5,3,Technical Degree,Male,Sales Executive,Married,63490,0.0,11,8,0,20.0,3,19,1,9,0
713,29,Travel_Rarely,Research & Development,16,3,Medical,Female,Manufacturing Director,Divorced,22100,8.0,11,8,1,11.0,4,7,1,6,0
714,31,Travel_Rarely,Research & Development,14,2,Life Sciences,Male,Sales Executive,Married,167560,1.0,11,8,2,6.0,5,5,0,3,0
715,37,Travel_Rarely,Sales,1,4,Life Sciences,Male,Healthcare Representative,Divorced,133480,7.0,14,8,0,8.0,4,6,0,4,0
716,31,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,Sales Executive,Married,52580,0.0,14,8,3,3.0,5,2,2,2,0
717,36,Travel_Rarely,Research & Development,1,3,Medical,Female,Healthcare Representative,Married,196360,1.0,12,8,1,10.0,3,10,9,0,0
718,31,Non-Travel,Research & Development,1,2,Medical,Male,Sales Executive,Divorced,195130,1.0,12,8,1,10.0,1,10,9,6,0
719,54,Travel_Rarely,Sales,23,3,Medical,Female,Laboratory Technician,Married,136030,8.0,13,8,1,22.0,2,10,0,8,0
720,18,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Sales Executive,Single,23350,1.0,14,8,2,0.0,3,0,0,0,1
721,33,Travel_Frequently,Sales,1,3,Marketing,Male,Human Resources,Married,21760,1.0,14,8,1,6.0,2,6,1,2,0
722,40,Travel_Rarely,Research & Development,8,1,Medical,Female,Research Scientist,Married,35440,3.0,18,8,3,15.0,3,11,5,10,0
723,54,Travel_Rarely,Research & Development,18,4,Medical,Female,Laboratory Technician,Divorced,49630,9.0,15,8,1,9.0,2,5,1,4,0
724,32,Travel_Frequently,Research & Development,10,3,Medical,Female,Manufacturing Director,Single,165980,1.0,13,8,0,10.0,2,10,6,7,1
725,35,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,Human Resources,Single,40690,1.0,13,8,0,6.0,5,6,0,4,0
726,44,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,Manufacturing Director,Married,43820,7.0,16,8,2,11.0,2,1,0,0,0
727,55,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,Laboratory Technician,Single,26550,8.0,17,8,0,36.0,0,24,2,15,0
728,36,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Sales Executive,Married,92040,6.0,23,8,1,17.0,2,7,7,7,0
729,38,Non-Travel,Research & Development,2,5,Life Sciences,Male,Human Resources,Married,83210,3.0,11,8,3,13.0,5,8,7,5,0
730,42,Travel_Rarely,Sales,2,4,Medical,Female,Research Director,Single,45390,4.0,17,8,1,8.0,5,0,0,0,0
731,29,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,Sales Representative,Married,192020,1.0,12,8,0,3.0,5,3,0,2,0
732,22,Travel_Rarely,Research & Development,2,2,Medical,Female,Laboratory Technician,Married,195450,0.0,14,8,0,3.0,3,2,2,2,0
733,50,Travel_Frequently,Research & Development,6,3,Medical,Male,Manager,Single,23420,1.0,12,8,1,32.0,2,32,13,9,0
734,28,Travel_Frequently,Sales,1,3,Marketing,Male,Laboratory Technician,Single,17060,7.0,12,8,0,8.0,3,0,0,0,1
735,36,Travel_Frequently,Sales,21,3,Life Sciences,Male,Human Resources,Married,23290,3.0,15,8,0,9.0,2,3,0,2,0
736,33,Travel_Frequently,Research & Development,2,4,Medical,Female,Sales Executive,Divorced,168800,1.0,14,8,3,9.0,2,9,2,8,0
737,33,Travel_Rarely,Sales,13,4,Marketing,Female,Manufacturing Director,Divorced,45680,0.0,18,8,1,6.0,2,5,1,2,0
738,50,Travel_Rarely,Sales,9,3,Life Sciences,Male,Research Scientist,Married,23220,7.0,25,8,1,4.0,0,2,2,2,0
739,26,Travel_Frequently,Research & Development,22,4,Other,Female,Sales Executive,Married,20240,1.0,23,8,0,8.0,2,8,1,7,1
740,42,Travel_Rarely,Sales,15,1,Marketing,Male,Laboratory Technician,Married,46680,9.0,18,8,2,8.0,2,4,0,2,0
741,38,Travel_Rarely,Research & Development,6,2,Medical,Male,Research Scientist,Divorced,47360,0.0,11,8,1,9.0,3,8,2,7,0
742,18,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Sales Executive,Single,23350,1.0,14,8,2,0.0,3,0,0,0,1
743,59,Travel_Rarely,Research & Development,4,4,Technical Degree,Male,Healthcare Representative,Married,27600,8.0,11,8,0,7.0,3,2,2,2,0
744,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,Healthcare Representative,Single,25150,1.0,14,8,0,7.0,3,7,7,7,1
745,33,Non-Travel,Sales,15,3,Other,Male,Research Director,Single,194360,1.0,19,8,2,10.0,4,10,6,0,0
746,27,Travel_Rarely,Research & Development,8,2,Medical,Male,Laboratory Technician,Married,164220,1.0,20,8,1,6.0,3,6,0,3,0
747,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Research Scientist,Single,26100,1.0,11,8,1,2.0,3,2,2,2,0
748,32,Travel_Rarely,Sales,15,3,Marketing,Male,Research Scientist,Single,101690,1.0,14,8,0,12.0,6,11,5,7,0
749,42,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,Sales Executive,Married,34450,1.0,11,8,2,22.0,2,22,11,15,0
750,33,Travel_Frequently,Research & Development,10,2,Medical,Male,Research Scientist,Married,34200,1.0,14,8,0,8.0,3,8,3,0,0
751,44,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,Manager,Divorced,25190,0.0,21,8,2,23.0,2,22,1,10,0
752,37,Travel_Rarely,Research & Development,8,5,Technical Degree,Male,Manufacturing Director,Divorced,54670,4.0,12,8,0,13.0,2,7,6,7,0
753,32,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,Research Scientist,Single,50700,4.0,12,8,1,10.0,6,8,0,7,0
754,35,Non-Travel,Research & Development,29,3,Medical,Female,Sales Executive,Married,78230,1.0,13,8,1,15.0,3,14,2,9,0
755,55,Non-Travel,Research & Development,27,3,Life Sciences,Female,Manager,Divorced,48590,1.0,24,8,1,34.0,3,33,15,0,0
756,44,Non-Travel,Research & Development,8,2,Life Sciences,Male,Research Scientist,Single,135030,2.0,12,8,0,9.0,6,5,1,4,0
757,58,Non-Travel,Research & Development,2,3,Life Sciences,Male,Manufacturing Director,Divorced,39680,2.0,13,8,2,12.0,3,5,1,2,0
758,20,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,Research Scientist,Single,63970,1.0,17,8,1,1.0,3,1,0,0,1
759,34,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,Sales Representative,Married,64100,1.0,13,8,1,1.0,5,1,0,0,0
760,26,Travel_Rarely,Research & Development,4,3,Medical,Male,Research Scientist,Divorced,68540,2.0,11,8,0,5.0,5,3,0,2,1
761,58,Travel_Rarely,Sales,3,3,Marketing,Female,Research Scientist,Married,52060,4.0,11,8,3,9.0,4,1,0,0,0
762,46,Travel_Frequently,Research & Development,12,1,Medical,Male,Laboratory Technician,Married,20740,2.0,15,8,1,21.0,3,10,9,5,0
763,41,Travel_Rarely,Sales,20,4,Marketing,Male,Sales Executive,Married,102090,1.0,13,8,1,23.0,2,22,15,8,1
764,54,Travel_Rarely,Sales,23,3,Medical,Female,Laboratory Technician,Married,136030,8.0,13,8,1,22.0,2,10,0,8,0
765,41,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,Laboratory Technician,Single,54870,6.0,19,8,2,8.0,0,5,1,2,0
766,30,Non-Travel,Research & Development,15,3,Medical,Female,Sales Executive,Married,23800,4.0,18,8,3,9.0,2,5,1,4,0
767,29,Travel_Rarely,Human Resources,8,3,Medical,Male,Sales Representative,Single,25870,0.0,22,8,2,4.0,3,3,2,2,0
768,30,Travel_Frequently,Sales,3,2,Medical,Male,Healthcare Representative,Single,28620,5.0,14,8,0,9.0,2,6,0,1,1
769,35,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,Research Scientist,Single,63340,1.0,14,8,0,11.0,2,11,3,3,0
770,45,Travel_Rarely,Sales,24,3,Life Sciences,Male,Laboratory Technician,Single,36290,8.0,16,8,1,8.0,2,5,0,1,0
771,41,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,Laboratory Technician,Single,23790,1.0,12,8,0,22.0,6,22,0,4,0
772,44,Travel_Rarely,Research & Development,5,1,Other,Male,Research Scientist,Single,52280,1.0,13,8,0,6.0,2,5,1,3,0
773,32,Travel_Frequently,Research & Development,17,4,Other,Male,Sales Executive,Married,193280,1.0,15,8,3,5.0,2,5,0,3,0
774,44,Travel_Frequently,Sales,2,2,Marketing,Male,Laboratory Technician,Married,34520,4.0,11,8,1,14.0,2,10,0,2,0
775,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,Research Scientist,Married,17900,5.0,16,8,1,6.0,4,2,1,1,1
776,31,Travel_Frequently,Sales,8,4,Other,Female,Manufacturing Director,Married,25520,2.0,18,8,0,9.0,2,3,2,2,0
777,26,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Sales Representative,Married,143360,1.0,21,8,1,8.0,3,8,0,7,0
778,37,Travel_Rarely,Sales,5,1,Marketing,Male,Research Scientist,Single,27050,1.0,11,8,0,17.0,2,17,5,7,0
779,32,Non-Travel,Research & Development,11,2,Other,Female,Research Scientist,Divorced,44870,1.0,11,8,0,1.0,5,1,0,0,0
780,29,Travel_Rarely,Research & Development,23,3,Medical,Male,Sales Executive,Married,79690,0.0,14,8,0,6.0,3,5,1,3,0
781,30,Travel_Rarely,Sales,5,4,Medical,Female,Manufacturing Director,Single,54100,0.0,17,8,1,6.0,2,5,4,4,0
782,54,Travel_Frequently,Research & Development,9,2,Medical,Male,Sales Representative,Divorced,29830,7.0,14,8,1,33.0,2,5,1,4,0
783,32,Travel_Rarely,Research & Development,8,1,Medical,Female,Research Scientist,Single,46270,8.0,17,8,1,8.0,2,1,0,0,0
784,44,Travel_Rarely,Research & Development,22,3,Medical,Female,Laboratory Technician,Married,104530,2.0,11,8,1,10.0,2,3,0,2,0
785,42,Travel_Rarely,Sales,11,1,Technical Degree,Male,Human Resources,Single,59400,7.0,16,8,0,10.0,2,5,0,3,0
786,30,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,Research Director,Married,27950,3.0,13,8,0,9.0,4,4,1,3,0
787,41,Travel_Frequently,Sales,1,4,Other,Female,Healthcare Representative,Divorced,55610,0.0,11,8,0,10.0,2,9,1,7,0
788,32,Travel_Frequently,Research & Development,12,5,Medical,Male,Research Scientist,Married,95470,1.0,13,8,1,10.0,3,10,5,3,0
789,29,Travel_Frequently,Research & Development,16,4,Medical,Male,Laboratory Technician,Single,65130,1.0,11,8,1,10.0,2,10,0,9,0
790,22,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,Divorced,129360,1.0,11,8,2,4.0,3,4,2,2,0
791,34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,Sales Representative,Single,192460,3.0,15,8,1,15.0,5,13,3,12,0
792,38,Travel_Frequently,Sales,9,4,Medical,Male,Research Scientist,Married,26950,3.0,14,8,1,8.0,4,2,2,2,0
793,24,Travel_Rarely,Research & Development,27,2,Medical,Male,Research Scientist,Single,104220,1.0,17,8,1,6.0,0,5,1,4,1
794,47,Non-Travel,Research & Development,1,1,Medical,Male,Research Scientist,Married,57620,1.0,11,8,2,10.0,4,10,9,9,1
795,34,Travel_Frequently,Research & Development,6,2,Life Sciences,Male,Research Director,Single,43060,0.0,11,8,0,14.0,2,13,4,9,0
796,33,Non-Travel,Research & Development,2,4,Medical,Male,Sales Representative,Single,25960,8.0,14,8,1,13.0,4,11,1,7,0
797,40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,Divorced,167520,2.0,18,8,1,8.0,3,3,1,2,0
798,24,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Sales Executive,Married,10520,1.0,13,8,0,5.0,3,5,0,4,0
799,47,Travel_Rarely,Research & Development,2,3,Medical,Female,Sales Executive,Single,50210,2.0,17,8,0,20.0,3,7,1,7,0
800,31,Travel_Frequently,Research & Development,7,3,Medical,Male,Research Scientist,Single,36170,7.0,21,8,1,10.0,5,5,0,3,0
801,54,Non-Travel,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,Single,196130,2.0,17,8,0,23.0,5,5,4,4,0
802,43,Travel_Frequently,Research & Development,1,4,Other,Male,Sales Executive,Married,76550,9.0,12,8,1,6.0,3,1,0,0,1
803,40,Travel_Frequently,Research & Development,10,4,Medical,Male,Manufacturing Director,Married,65670,1.0,13,8,1,8.0,3,8,3,7,0
804,49,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Manufacturing Director,Single,73140,7.0,22,8,0,25.0,2,7,0,7,0
805,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Healthcare Representative,Married,53460,4.0,11,8,0,7.0,2,5,0,1,0
806,50,Travel_Rarely,Research & Development,2,2,Medical,Male,Sales Executive,Divorced,43770,5.0,12,8,1,19.0,2,14,1,11,0
807,37,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,Sales Executive,Married,20640,4.0,16,8,0,8.0,3,1,0,0,0
808,36,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,Research Scientist,Single,41070,3.0,11,8,1,17.0,2,13,6,7,0
809,22,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Sales Representative,Single,193310,1.0,12,8,1,1.0,2,0,0,0,0
810,27,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Laboratory Technician,Single,29560,8.0,13,8,0,9.0,6,7,0,7,0
811,29,Non-Travel,Sales,22,4,Marketing,Male,Human Resources,Married,57360,1.0,22,8,0,4.0,1,4,0,2,0
812,43,Travel_Frequently,Sales,8,3,Medical,Male,Research Director,Married,36000,1.0,23,8,0,7.0,2,7,7,7,0
813,33,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,Research Director,Married,193920,6.0,12,8,1,12.0,3,10,8,8,0
814,27,Travel_Rarely,Sales,22,4,Medical,Male,Sales Representative,Divorced,22060,0.0,14,8,1,6.0,4,5,0,3,0
815,28,Travel_Rarely,Research & Development,9,4,Medical,Male,Sales Executive,Married,56730,5.0,14,8,1,5.0,4,3,2,2,1
816,42,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,Manager,Married,64470,6.0,13,8,0,18.0,3,1,0,0,0
817,33,Non-Travel,Research & Development,2,4,Medical,Male,Sales Representative,Single,25960,8.0,14,8,1,13.0,4,11,1,7,0
818,27,Travel_Rarely,Research & Development,1,3,Medical,Male,Research Scientist,Single,20580,1.0,14,8,1,1.0,5,1,0,0,0
819,54,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,Sales Executive,Married,20930,3.0,19,8,0,36.0,2,10,0,9,0
820,43,Travel_Rarely,Sales,25,2,Life Sciences,Male,Research Scientist,Divorced,50550,5.0,22,8,0,18.0,2,1,0,0,0
821,26,Travel_Rarely,Sales,8,3,Marketing,Female,Healthcare Representative,Single,30330,1.0,12,8,0,5.0,2,5,1,2,0
822,56,Non-Travel,Research & Development,8,1,Life Sciences,Male,Sales Executive,Divorced,54670,1.0,20,8,0,13.0,6,13,1,9,0
823,44,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,Manager,Divorced,25190,0.0,21,8,2,23.0,2,22,1,10,0
824,46,Travel_Rarely,Sales,4,1,Technical Degree,Male,Laboratory Technician,Married,67120,6.0,21,8,1,26.0,3,3,0,1,0
825,27,Travel_Rarely,Sales,2,3,Life Sciences,Male,Sales Executive,Divorced,23670,1.0,12,8,1,5.0,2,5,0,4,0
826,27,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,Research Scientist,Single,28110,2.0,20,8,0,6.0,3,4,1,2,0
827,40,Travel_Rarely,Research & Development,2,4,Other,Male,Research Scientist,Married,50330,2.0,14,8,2,6.0,6,4,0,2,0
828,47,Travel_Rarely,Sales,18,4,Medical,Female,Research Scientist,Single,55820,1.0,16,8,0,9.0,3,9,0,7,0
829,55,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,Sales Executive,Married,73510,8.0,20,8,1,34.0,3,1,0,0,0
830,30,Travel_Rarely,Sales,9,3,Marketing,Female,Research Scientist,Married,90710,0.0,19,8,1,12.0,2,11,5,7,0
831,56,Non-Travel,Research & Development,8,1,Life Sciences,Male,Sales Executive,Divorced,54670,1.0,20,8,0,13.0,6,13,1,9,0
832,46,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,Sales Executive,Divorced,99570,4.0,20,8,0,13.0,1,10,0,3,0
833,18,Non-Travel,Research & Development,2,4,Medical,Male,Laboratory Technician,Single,109650,1.0,18,8,0,0.0,5,0,0,0,1
834,39,Travel_Rarely,Sales,5,4,Marketing,Female,Human Resources,Divorced,21050,0.0,20,8,0,19.0,3,18,3,7,0
835,30,Travel_Rarely,Sales,7,3,Life Sciences,Male,Sales Executive,Divorced,23130,2.0,11,8,0,12.0,5,7,1,7,0
836,44,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,Healthcare Representative,Married,80200,3.0,11,8,1,23.0,2,12,11,11,0
837,32,Travel_Rarely,Research & Development,10,4,Other,Female,Sales Executive,Married,42330,1.0,11,8,0,10.0,5,10,0,8,0
838,38,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,Manufacturing Director,Single,37220,5.0,14,8,0,6.0,0,3,1,2,0
839,29,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,Laboratory Technician,Single,52200,1.0,17,8,0,1.0,3,1,1,0,1
840,18,Non-Travel,Research & Development,1,4,Medical,Male,Sales Executive,Single,27200,1.0,22,8,1,0.0,2,0,0,0,0
841,33,Travel_Rarely,Sales,7,3,Life Sciences,Male,Manufacturing Director,Divorced,38150,3.0,11,8,1,7.0,3,4,0,3,0
842,34,Non-Travel,Sales,1,2,Life Sciences,Male,Research Scientist,Divorced,86210,1.0,17,8,1,5.0,1,5,0,0,0
843,31,Travel_Rarely,Sales,6,3,Other,Male,Manufacturing Director,Divorced,45340,1.0,13,8,0,1.0,2,1,0,0,0
844,39,Travel_Rarely,Sales,1,4,Life Sciences,Male,Sales Executive,Married,196650,1.0,22,8,1,21.0,6,21,11,10,0
845,40,Travel_Rarely,Sales,4,3,Medical,Male,Sales Executive,Single,94340,1.0,13,8,1,9.0,3,9,8,8,0
846,31,Travel_Frequently,Sales,2,3,Medical,Male,Sales Executive,Single,25720,1.0,13,8,3,10.0,3,10,4,7,1
847,35,Travel_Rarely,Sales,8,4,Life Sciences,Male,Laboratory Technician,Married,24610,2.0,20,8,1,17.0,4,7,0,7,0
848,33,Non-Travel,Sales,9,2,Technical Degree,Male,Sales Representative,Single,12000,0.0,11,8,1,3.0,3,2,2,2,0
849,40,Non-Travel,Research & Development,2,4,Life Sciences,Male,Human Resources,Single,65450,4.0,15,8,0,22.0,2,1,0,0,1
850,26,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,Research Scientist,Single,20800,0.0,13,8,0,8.0,6,7,7,6,0
851,19,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,Sales Executive,Single,159720,1.0,21,8,0,1.0,2,1,1,0,1
852,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,Research Scientist,Married,17900,5.0,16,8,1,6.0,4,2,1,1,1
853,36,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,Single,23050,1.0,17,8,0,8.0,3,8,1,7,0
854,49,Travel_Rarely,Research & Development,21,3,Medical,Male,Manufacturing Director,Single,23800,4.0,13,8,0,23.0,3,8,0,0,0
855,35,Non-Travel,Research & Development,5,4,Technical Degree,Female,Manufacturing Director,Married,48980,2.0,15,8,2,10.0,2,4,2,3,0
856,27,Travel_Rarely,Sales,22,4,Medical,Male,Sales Representative,Divorced,22060,0.0,14,8,1,6.0,4,5,0,3,0
857,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Sales Executive,Single,52070,4.0,17,8,3,16.0,3,5,0,2,0
858,54,Travel_Rarely,Sales,8,2,Marketing,Female,Laboratory Technician,Married,61340,2.0,19,8,0,16.0,2,6,0,5,0
859,44,Travel_Rarely,Sales,29,4,Marketing,Male,Sales Executive,Single,19510,4.0,22,8,3,10.0,4,2,0,2,0
860,40,Travel_Rarely,Sales,16,4,Marketing,Male,Research Director,Single,36330,3.0,16,8,2,10.0,0,4,0,3,1
861,34,Travel_Rarely,Research & Development,18,1,Medical,Male,Healthcare Representative,Single,27030,1.0,21,8,1,9.0,2,8,7,7,0
862,21,Travel_Rarely,Sales,2,3,Life Sciences,Male,Manufacturing Director,Single,137570,1.0,12,8,1,0.0,3,0,0,0,0
863,41,Non-Travel,Research & Development,19,1,Life Sciences,Male,Research Scientist,Divorced,58280,1.0,13,8,0,21.0,0,21,5,10,0
